,,,,계,,관광,,상용,,공용,,유학연수,,기타
년,월,대륙,국적,인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%)
"2013","05","유럽","우크라이나","2,118","-17.91","539","10.45","94","-8.74","2","0.00","2","-33.33","1,481","-25.43"
"2013","05","유럽","스페인","1,493","11.17","1,063","2.21","30","87.50","8","166.67","42","75.00","350","34.62"
"2013","05","유럽","루마니아","938","-3.40","297","-11.61","16","33.33","0","-100.00","3","0.00","622","0.00"
"2013","05","유럽","노르웨이","1,426","24.32","911","4.83","410","127.78","0","0.00","11","1,000.00","94","-3.09"
"2013","05","유럽","스웨덴","1,525","7.32","1,097","-7.89","73","5.80","2","-81.82","35","337.50","318","123.94"
"2013","05","유럽","폴란드","1,131","-10.59","692","-6.99","42","200.00","2","0.00","13","-7.14","382","-22.52"
"2013","05","유럽","스위스","1,248","11.23","1,014","-1.07","20","53.85","0","-100.00","11","37.50","203","170.67"
"2013","05","유럽","포르투갈","596","30.99","398","1.27","7","133.33","0","0.00","0","-100.00","191","235.09"
"2013","05","유럽","오스트리아","769","-8.45","538","-15.01","7","250.00","0","0.00","18","0.00","206","10.16"
"2013","05","유럽","핀란드","985","-1.60","586","-14.58","23","53.33","0","0.00","38","111.11","338","19.86"
"2013","05","유럽","벨기에","792","8.05","634","7.09","31","34.78","1","-66.67","7","-12.50","119","11.21"
"2013","05","유럽","크로아티아","483","-23.58","151","-31.67","30","50.00","0","0.00","2","100.00","300","-23.08"
"2013","05","유럽","그리스","622","-10.25","363","-9.93","37","8.82","0","0.00","2","0.00","220","-14.06"
"2013","05","유럽","불가리아","624","-4.88","148","-18.23","12","300.00","0","0.00","1","0.00","463","-1.70"
"2013","05","유럽","덴마크","798","-14.83","628","-17.04","70","105.88","1","0.00","11","37.50","88","-35.77"
"2013","05","유럽","아일랜드","599","13.23","391","-2.98","28","75.00","0","0.00","0","0.00","180","63.64"
"2013","05","유럽","유럽 기타","2,770","15.66","1,810","18.38","103","3.00","6","50.00","28","-15.15","823","12.89"
"2013","05","유럽 소계","","64,904","5.67","41,404","4.43","2,979","29.58","81","-26.36","629","64.23","19,811","4.35"
"2013","05","오세아니아","오스트레일리아","9,956","-3.05","7,674","-11.46","372","5.08","43","-21.82","9","50.00","1,858","56.53"
"2013","05","오세아니아","뉴질랜드","2,602","4.67","1,889","-8.52","63","186.36","0","-100.00","0","-100.00","650","63.73"
"2013","05","오세아니아","오세아니아 기타","755","-7.93","604","2.03","0","-100.00","2","-71.43","1","0.00","148","-32.42"
"2013","05","오세아니아 소계","","13,313","-1.93","10,167","-10.22","435","15.38","45","-28.57","10","25.00","2,656","47.31"
"2013","05","아프리카","남아프리카공화국","796","16.20","363","-6.44","21","-12.50","0","-100.00","1","0.00","411","51.10"
"2013","05","아프리카","아프리카 기타","2,646","-3.89","1,230","-2.84","834","35.61","113","7.62","61","-6.15","408","-41.88"
"2013","05","아프리카 소계","","3,442","0.12","1,593","-3.69","855","33.80","113","6.60","62","-4.62","819","-15.91"
"2013","05","기타","국적미상","9","28.57","6","0.00","2","0.00","0","0.00","0","0.00","1","0.00"
"2013","05","기타 소계","","9","28.57","6","0.00","2","0.00","0","0.00","0","0.00","1","0.00"
"2013","05","교포","교포","27,273","-7.28","0","0.00","0","0.00","0","0.00","0","0.00","27,273","-7.28"
"2013","05","교포 소계","","27,273","-7.28","0","0.00","0","0.00","0","0.00","0","0.00","27,273","-7.28"
"2013","05 소계","","","919,355","-2.47","658,412","-10.16","31,191","55.46","2,267","-13.64","5,901","23.37","221,584","21.59"
"2013","06","아시아","중국","399,031","70.18","280,319","56.54","18,387","206.91","397","-41.87","4,269","13.66","95,659","112.68"
"2013","06","아시아","일본","201,163","-33.47","191,995","-35.20","2,121","42.16","90","-12.62","633","0.96","6,324","62.70"
"2013","06","아시아","대만","53,808","6.39","49,003","-0.94","2,018","3,053.13","4","300.00","138","27.78","2,645","181.98"
"2013","06","아시아","홍콩","34,872","19.42","33,766","18.92","111","192.11","0","-100.00","64","82.86","931","27.01"
"2013","06","아시아","마카오","1,869","8.41","1,831","6.83","1","0.00","0","0.00","6","100.00","31","342.86"
"2013","06","아시아","필리핀","40,337","46.97","7,673","-0.42","271","35.50","80","81.82","35","-12.50","32,278","65.90"
"2013","06","아시아","인도네시아","18,839","34.13","8,477","-2.90","486","-23.22","23","35.29","45","-19.64","9,808","112.80"
"2013","06","아시아","태국","19,853","-17.63","13,439","-29.75","41","32.26","54","-41.30","37","-2.63","6,282","30.58"
"2013","06","아시아","베트남","10,608","4.40","5,241","-13.94","553","10.38","47","95.83","178","0.56","4,589","36.21"
"2013","06","아시아","인도","13,114","51.87","2,228","-21.60","2,603","39.50","20","185.71","42","10.53","8,221","111.77"
"2013","06","아시아","말레이시아","13,039","16.97","10,576","10.41","147","48.48","8","0.00","47","-29.85","2,261","61.27"
"2013","06","아시아","싱가포르","18,357","13.83","16,372","12.08","166","69.39","5","400.00","45","36.36","1,769","27.54"
"2013","06","아시아","몽골","5,706","13.10","4,547","21.03","329","-29.25","23","130.00","264","6.02","543","-3.72"
"2013","06","아시아","우즈베키스탄","3,803","26.30","1,277","120.55","679","-27.84","2","100.00","22","15.79","1,823","23.93"
"2013","06","아시아","미얀마","5,733","-8.26","1,194","23.35","22","29.41","18","260.00","16","128.57","4,483","-14.64"
"2013","06","아시아","GCC","3,096","58.69","2,663","53.22","152","145.16","42","7.69","89","117.07","150","111.27"
"2013","06","아시아","카자흐스탄","1,220","17.08","762","5.98","156","52.94","1","0.00","54","237.50","247","20.49"
"2013","06","아시아","터키","1,817","-11.37","1,047","-24.24","20","5.26","12","20.00","6","-14.29","732","15.82"
"2013","06","아시아","캄보디아","2,156","31.78","458","-21.31","68","0.00","13","18.18","8","-50.00","1,609","67.78"
"2013","06","아시아","스리랑카","1,484","-13.01","264","-59.57","15","66.67","6","-14.29","8","0.00","1,191","15.74"
"2013","06","아시아","방글라데시","730","-12.47","174","-47.27","120","23.71","43","-37.68","13","-18.75","380","18.01"
"2013","06","아시아","파키스탄","835","2.58","278","-8.25","223","-10.08","9","800.00","19","11.76","306","24.90"
"2013","06","아시아","이스라엘","1,047","14.30","914","5.66","4","0.00","3","0.00","1","-66.67","125","204.88"
"2013","06","아시아","이란","683","3.96","341","30.65","276","-21.14","3","50.00","13","225.00","50","25.00"
"2013","06","아시아","아시아 기타","6,042","69.05","2,276","25.05","530","-14.52","67","-19.28","49","32.43","3,120","207.69"
"2013","06","아시아 소계","","859,242","13.13","637,115","-0.07","29,499","110.48","970","-20.10","6,101","12.61","185,557","83.17"
"2013","06","아메리카","미국","70,198","6.28","55,298","3.36","880","74.95","1,076","7.17","124","63.16","12,820","16.89"
"2013","06","아메리카","캐나다","11,370","19.03","8,114","13.61","124","87.88","4","-20.00","22","22.22","3,106","33.82"
"2013","06","아메리카","브라질","1,655","0.30","1,116","5.58","28","-64.10","8","166.67","88","340.00","415","-15.65"
"2013","06","아메리카","멕시코","1,135","34.80","714","18.60","11","-31.25","3","200.00","23","64.29","384","83.73"
"2013","06","아메리카","아메리카 기타","3,488","52.71","1,414","-6.42","32","68.42","6","-72.73","27","42.11","2,009","181.77"
"2013","06","아메리카 소계","","87,846","9.29","66,656","4.46","1,075","57.62","1,097","5.99","284","93.20","18,734","27.42"
"2013","06","유럽","러시아","15,088","1.97","8,681","15.92","766","22.76","8","-38.46","48","20.00","5,585","-15.76"
"2013","06","유럽","영국","10,439","30.39","7,550","11.57","597","86.56","11","57.14","10","-23.08","2,271","152.61"
"2013","06","유럽","독일","8,345","2.52","6,291","4.92","229","30.11","13","116.67","54","28.57","1,758","-8.44"
"2013","06","유럽","프랑스","6,338","9.01","4,774","5.39","377","82.13","14","7.69","134","65.43","1,039","5.70"
"2013","06","유럽","이탈리아","3,456","28.62","2,009","4.96","49","96.00","2","-60.00","4","-63.64","1,392","90.16"
"2013","06","유럽","네덜란드","2,529","18.51","1,746","6.99","73","25.86","0","-100.00","23","53.33","687","60.89"
"2013","06","유럽","우크라이나","1,974","-22.38","448","-28.21","187","79.81","0","-100.00","3","-40.00","1,336","-26.02"
"2013","06","유럽","스페인","1,390","8.34","1,064","0.19","28","250.00","4","300.00","10","-54.55","284","49.47"
"2013","06","유럽","루마니아","1,119","24.61","341","11.07","30","150.00","0","0.00","0","-100.00","748","29.41"
"2013","06","유럽","노르웨이","1,518","34.69","1,013","17.38","382","96.91","1","0.00","9","125.00","113","71.21"
"2013","06","유럽","스웨덴","1,890","40.00","1,377","15.91","66","20.00","10","233.33","10","-44.44","427","396.51"
"2013","06","유럽","폴란드","1,391","22.88","801","16.09","33","175.00","0","0.00","9","0.00","548","30.17"
"2013","06","유럽","스위스","973","4.40","848","1.31","15","50.00","1","0.00","4","-42.86","105","34.62"
"2013","06","유럽","포르투갈","739","9.64","572","-5.77","8","14.29","0","-100.00","0","-100.00","159","174.14"
"2013","06","유럽","오스트리아","831","7.64","590","2.43","1","-85.71","0","-100.00","9","50.00","231","26.92"
"2013","06","유럽","핀란드","1,073","29.43","691","24.06","21","16.67","0","0.00","28","300.00","333","34.82"
"2013","06","유럽","벨기에","823","-2.72","668","-0.74","35","12.90","3","-25.00","4","-55.56","113","-12.40"
"2013","06","유럽","크로아티아","607","27.52","154","-9.94","28","154.55","0","0.00","0","-100.00","425","45.05"
"2013","06","유럽","그리스","774","1.31","493","22.94","34","54.55","0","0.00","2","0.00","245","-28.15"
"2013","06","유럽","불가리아","797","23.57","168","24.44","13","333.33","0","0.00","2","100.00","614","21.34"
"2013","06","유럽","덴마크","872","13.84","731","16.77","68","21.43","3","0.00","4","-20.00","66","-16.46"
"2013","06","유럽","아일랜드","665","19.82","436","6.86","30","57.89","0","0.00","0","-100.00","199","56.69"
"2013","06","유럽","유럽 기타","2,843","22.44","1,673","5.55","80","21.21","1","-88.89","39","50.00","1,050","65.09"
"2013","06","유럽 소계","","66,474","11.74","43,119","8.78","3,150","54.03","71","2.90","406","24.92","19,728","13.29"
"2013","06","오세아니아","오스트레일리아","11,058","4.86","8,804","-3.81","452","46.75","47","56.67","11","175.00","1,744","66.10"
"2013","06","오세아니아","뉴질랜드","2,492","-5.07","1,952","-12.51","65","160.00","1","0.00","1","0.00","473","28.18"
"2013","06","오세아니아","오세아니아 기타","545","-18.54","418","-17.88","2","100.00","1","-75.00","4","-20.00","120","-20.00"
"2013","06","오세아니아 소계","","14,095","1.85","11,174","-6.05","519","55.39","49","44.12","16","77.78","2,337","48.95"
"2013","06","아프리카","남아프리카공화국","1,049","27.77","565","-4.07","29","81.25","1","0.00","1","0.00","453","111.68"
"2013","06","아프리카","아프리카 기타","3,204","-6.67","1,721","-9.28","794","9.82","88","3.53","51","-13.56","550","-17.79"
"2013","06","아프리카 소계","","4,253","-0.02","2,286","-8.05","823","11.37","89","3.49","52","-13.33","1,003","13.59"
"2013","06","기타","국적미상","14","-6.67","7","-30.00","7","40.00","0","0.00","0","0.00","0","0.00"
"2013","06","기타 소계","","14","-6.67","7","-30.00","7","40.00","0","0.00","0","0.00","0","0.00"
"2013","06","교포","교포","27,158","-5.84","0","0.00","0","0.00","0","0.00","0","0.00","27,158","-5.84"
"2013","06","교포 소계","","27,158","-5.84","0","0.00","0","0.00","0","0.00","0","0.00","27,158","-5.84"
"2013","06 소계","","","1,059,082","11.91","760,357","0.66","35,073","96.82","2,276","-6.64","6,859","15.10","254,517","54.52"
"2013","07","아시아","중국","569,787","76.45","417,991","61.44","25,012","314.04","221","-68.74","3,908","-12.85","122,655","132.40"
"2013","07","아시아","일본","208,219","-30.47","200,452","-31.30","1,921","22.12","89","3.49","417","-2.34","5,340","-4.71"
"2013","07","아시아","대만","47,728","-14.95","46,676","-15.15","71","26.79","11","120.00","81","37.29","889","-10.20"
"2013","07","아시아","홍콩","33,408","5.94","32,233","5.41","129","360.71","0","-100.00","30","150.00","1,016","11.04"
"2013","07","아시아","마카오","2,160","20.13","2,110","17.75","5","0.00","0","0.00","4","300.00","41","720.00"
"2013","07","아시아","필리핀","42,198","74.29","7,000","12.20","255","50.89","70","1.45","62","-8.82","34,811","97.05"
"2013","07","아시아","인도네시아","16,892","75.72","5,054","-10.91","429","-15.72","11","-31.25","77","11.59","11,321","238.34"
"2013","07","아시아","태국","21,184","3.66","14,313","-5.36","53","55.88","54","38.46","43","-34.85","6,721","29.92"
"2013","07","아시아","베트남","12,485","31.12","6,618","13.83","425","5.20","98","308.33","319","34.60","5,025","65.13"
"2013","07","아시아","인도","13,737","81.23","1,980","-4.62","2,361","21.26","17","88.89","59","-3.28","9,320","167.28"
"2013","07","아시아","말레이시아","9,420","23.62","6,676","10.31","114","96.55","3","-40.00","35","-32.69","2,592","78.39"
"2013","07","아시아","싱가포르","9,518","15.58","7,675","15.24","189","76.64","3","0.00","71","54.35","1,580","11.35"
"2013","07","아시아","몽골","5,024","11.25","3,720","15.21","239","-26.46","33","120.00","310","-7.74","722","18.17"
"2013","07","아시아","우즈베키스탄","3,385","7.05","1,204","40.49","627","-31.25","3","0.00","33","57.14","1,518","10.64"
"2013","07","아시아","미얀마","5,689","1.95","1,130","13.45","18","-56.10","5","400.00","20","25.00","4,516","-0.22"
"2013","07","아시아","GCC","788","-40.30","582","-51.82","87","141.67","4","0.00","25","31.58","90","69.81"
"2013","07","아시아","카자흐스탄","1,278","22.06","906","40.47","92","-17.86","3","-40.00","34","277.78","243","-11.96"
"2013","07","아시아","터키","1,690","-1.92","838","-16.37","16","77.78","6","50.00","16","77.78","814","16.45"
"2013","07","아시아","캄보디아","1,790","52.73","368","-12.80","49","16.67","21","-12.50","29","11.54","1,323","101.06"
"2013","07","아시아","스리랑카","1,940","129.86","215","62.88","9","-18.18","4","-20.00","9","50.00","1,703","146.81"
"2013","07","아시아","방글라데시","1,022","46.00","175","10.76","96","-21.31","32","-21.95","25","38.89","694","92.24"
"2013","07","아시아","파키스탄","673","-11.68","193","-23.72","189","-8.25","7","40.00","31","34.78","253","-8.00"
"2013","07","아시아","이스라엘","791","-22.30","729","-23.50","3","-25.00","1","-92.31","0","0.00","58","20.83"
"2013","07","아시아","이란","412","-24.95","174","-5.43","195","-38.10","0","0.00","16","-15.79","27","-12.90"
"2013","07","아시아","아시아 기타","5,447","82.66","1,536","-1.48","461","-7.24","70","-37.50","76","10.14","3,304","343.49"
"2013","07","아시아 소계","","1,016,665","23.32","760,548","9.07","33,045","143.73","766","-35.85","5,730","-6.87","216,576","103.89"
"2013","07","아메리카","미국","63,323","2.37","47,032","-1.44","958","99.17","1,764","10.11","152","24.59","13,417","12.45"
"2013","07","아메리카","캐나다","11,360","2.56","7,976","-2.84","142","84.42","6","-50.00","28","12.00","3,208","16.53"
"2013","07","아메리카","브라질","1,283","9.19","829","-0.84","30","-40.00","1","0.00","48","380.00","375","34.89"
"2013","07","아메리카","멕시코","1,046","13.33","676","0.45","14","-17.65","6","500.00","26","52.94","324","50.70"
