,,,,계,,관광,,상용,,공용,,유학연수,,기타
년,월,대륙,국적,인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%)
"2016","11","유럽","루마니아","1,324","13.55","402","-4.96","17","-5.56","4","300.00","4","33.33","897","24.41"
"2016","11","유럽","노르웨이","1,412","-2.75","976","19.46","283","-34.49","3","200.00","18","-25.00","132","-25.84"
"2016","11","유럽","스웨덴","1,430","-8.39","1,191","-8.24","34","-42.37","10","42.86","103","5.10","92","-7.07"
"2016","11","유럽","폴란드","1,832","72.99","1,260","74.52","27","35.00","1","0.00","23","9.52","521","76.01"
"2016","11","유럽","스위스","1,137","0.18","1,000","-0.89","25","8.70","3","50.00","43","34.38","66","-4.35"
"2016","11","유럽","포르투갈","1,020","28.63","726","9.83","6","-14.29","2","100.00","10","66.67","276","133.90"
"2016","11","유럽","오스트리아","1,002","10.35","781","9.08","7","-12.50","2","-33.33","33","3.13","179","20.13"
"2016","11","유럽","핀란드","1,027","3.95","641","-8.82","27","35.00","0","0.00","61","32.61","298","36.07"
"2016","11","유럽","벨기에","870","-6.95","666","-14.94","15","-31.82","5","66.67","42","147.06","142","29.09"
"2016","11","유럽","크로아티아","697","16.75","247","-10.51","8","-52.94","0","0.00","2","0.00","440","45.70"
"2016","11","유럽","그리스","948","20.30","539","25.35","21","-32.26","2","0.00","2","100.00","384","17.79"
"2016","11","유럽","불가리아","788","47.57","225","33.93","3","200.00","0","-100.00","3","-25.00","557","56.02"
"2016","11","유럽","덴마크","936","-4.29","718","0.56","38","-55.81","5","150.00","38","-13.64","137","3.79"
"2016","11","유럽","아일랜드","638","9.25","511","12.56","14","-39.13","3","200.00","0","-100.00","110","6.80"
"2016","11","유럽","유럽 기타","3,727","31.93","1,764","5.13","82","22.39","14","40.00","49","11.36","1,818","77.19"
"2016","11","유럽 소계","","79,193","12.94","53,910","8.67","1,978","-19.33","189","5.59","1,586","14.84","21,530","30.48"
"2016","11","오세아니아","오스트레일리아","11,927","22.22","10,230","24.59","445","24.30","15","-50.00","24","50.00","1,213","6.03"
"2016","11","오세아니아","뉴질랜드","2,589","20.36","2,070","24.85","29","-21.62","4","33.33","6","500.00","480","6.19"
"2016","11","오세아니아","오세아니아 기타","586","17.43","341","-2.57","0","-100.00","12","71.43","2","100.00","231","65.00"
"2016","11","오세아니아 소계","","15,102","21.70","12,641","23.70","474","19.70","31","-22.50","32","77.78","1,924","10.83"
"2016","11","아프리카","남아프리카공화국","921","46.42","374","-6.27","9","-72.73","1","0.00","0","-100.00","537","173.98"
"2016","11","아프리카","아프리카 기타","3,623","11.89","1,655","-12.01","546","-8.54","70","-33.33","88","20.55","1,264","117.18"
"2016","11","아프리카 소계","","4,544","17.51","2,029","-11.01","555","-11.90","71","-32.38","88","18.92","1,801","131.49"
"2016","11","기타","국적미상","37","32.14","21","-4.55","1","0.00","0","0.00","0","0.00","15","200.00"
"2016","11","기타 소계","","37","32.14","21","-4.55","1","0.00","0","0.00","0","0.00","15","200.00"
"2016","11","교포","교포","23,149","3.18","0","0.00","0","0.00","0","0.00","0","0.00","23,149","3.18"
"2016","11","교포 소계","","23,149","3.18","0","0.00","0","0.00","0","0.00","0","0.00","23,149","3.18"
"2016","11 소계","","","1,309,055","13.82","1,076,471","18.08","16,713","-2.89","4,906","-14.19","11,778","16.51","199,187","-3.02"
"2016","12","아시아","중국","535,536","15.12","456,882","19.69","3,785","-12.02","205","-47.84","11,603","31.06","63,061","-9.85"
"2016","12","아시아","일본","197,209","23.35","191,412","23.78","1,768","1.96","115","30.68","432","5.11","3,482","16.03"
"2016","12","아시아","대만","64,488","30.29","63,245","30.45","63","10.53","7","-30.00","193","35.92","980","22.35"
"2016","12","아시아","홍콩","63,998","16.88","62,925","16.70","39","-32.76","2","0.00","146","11.45","886","38.44"
"2016","12","아시아","마카오","8,035","19.09","7,993","19.00","0","0.00","0","-100.00","15","-11.76","27","125.00"
"2016","12","아시아","필리핀","45,529","37.93","19,108","37.98","139","-3.47","103","35.53","65","103.13","26,114","38.10"
"2016","12","아시아","인도네시아","29,905","45.47","19,313","43.34","314","5.72","67","3.08","82","-5.75","10,129","52.68"
"2016","12","아시아","태국","52,466","18.86","46,809","20.06","31","-20.51","147","-5.16","77","10.00","5,402","10.54"
"2016","12","아시아","베트남","18,632","57.68","11,113","64.03","478","29.19","263","5.20","2,371","278.15","4,407","16.16"
"2016","12","아시아","인도","12,832","44.78","2,568","25.15","1,945","15.50","35","75.00","69","91.67","8,215","62.00"
"2016","12","아시아","말레이시아","44,050","37.04","41,744","37.78","163","-7.91","6","200.00","60","-14.29","2,077","30.06"
"2016","12","아시아","싱가포르","39,957","46.18","38,079","47.35","121","-20.39","6","50.00","165","217.31","1,586","23.62"
"2016","12","아시아","몽골","7,878","31.87","6,414","27.46","101","-2.88","324","12.11","597","121.93","442","57.86"
"2016","12","아시아","우즈베키스탄","4,313","4.23","2,153","20.15","322","-0.92","0","0.00","160","196.30","1,678","-14.69"
"2016","12","아시아","미얀마","6,133","16.71","1,556","25.69","14","-17.65","75","82.93","31","-6.06","4,457","13.53"
"2016","12","아시아","GCC","1,993","17.24","1,860","20.39","20","-25.93","5","0.00","57","-16.18","51","-15.00"
"2016","12","아시아","카자흐스탄","2,569","19.21","2,111","16.95","7","16.67","3","0.00","36","-18.18","412","37.33"
"2016","12","아시아","터키","1,688","14.21","765","11.84","12","-33.33","33","106.25","16","-42.86","862","17.76"
"2016","12","아시아","캄보디아","2,297","11.67","647","18.72","33","-8.33","94","74.07","26","100.00","1,497","6.25"
"2016","12","아시아","스리랑카","1,253","-10.95","163","8.67","32","-37.25","3","0.00","23","130.00","1,032","-13.50"
"2016","12","아시아","방글라데시","790","-25.12","145","-0.68","131","21.30","51","15.91","17","6.25","446","-39.81"
"2016","12","아시아","파키스탄","878","-7.38","290","-2.03","193","-21.54","11","-50.00","47","51.61","337","-4.53"
"2016","12","아시아","이스라엘","769","-7.46","705","-9.27","5","25.00","0","0.00","3","0.00","56","19.15"
"2016","12","아시아","이란","458","42.68","81","-10.00","224","23.76","4","-20.00","19","58.33","130","293.94"
"2016","12","아시아","아시아 기타","4,570","7.63","2,130","15.38","293","-20.38","107","-32.28","60","36.36","1,980","8.20"
"2016","12","아시아 소계","","1,148,226","21.44","980,211","23.65","10,233","-2.59","1,666","-1.88","16,370","46.78","139,746","7.96"
"2016","12","아메리카","미국","66,597","15.66","50,162","14.07","354","-24.84","2,269","43.52","188","40.30","13,624","19.31"
"2016","12","아메리카","캐나다","13,412","21.56","9,592","17.77","56","-11.11","17","240.00","46","21.05","3,701","33.03"
"2016","12","아메리카","브라질","1,392","38.10","992","33.69","3","-66.67","2","-71.43","11","-8.33","384","61.34"
"2016","12","아메리카","멕시코","970","23.57","675","14.80","1","-75.00","2","0.00","39","-27.78","253","82.01"
"2016","12","아메리카","아메리카 기타","2,616","48.13","1,292","17.03","18","-14.29","13","-27.78","50","51.52","1,243","110.68"
"2016","12","아메리카 소계","","84,987","17.76","62,713","14.96","432","-23.94","2,303","42.95","334","23.25","19,205","26.62"
"2016","12","유럽","러시아","19,732","22.07","12,428","25.16","121","-4.72","19","26.67","68","6.25","7,096","17.72"
"2016","12","유럽","영국","8,305","4.54","6,162","-0.61","272","-40.09","10","233.33","29","-6.45","1,832","45.86"
"2016","12","유럽","독일","6,110","-0.05","4,734","-1.48","211","2.43","19","111.11","150","8.70","996","4.29"
"2016","12","유럽","프랑스","5,681","3.20","4,268","2.25","311","0.00","23","0.00","223","-5.51","856","12.48"
"2016","12","유럽","이탈리아","3,912","29.84","1,777","5.71","52","1.96","6","-45.45","25","-19.35","2,052","65.62"
"2016","12","유럽","네덜란드","2,115","16.79","1,455","11.49","40","17.65","7","133.33","63","14.55","550","32.85"
"2016","12","유럽","우크라이나","2,353","20.73","541","4.84","102","47.83","0","0.00","5","-28.57","1,705","25.64"
"2016","12","유럽","스페인","1,400","22.70","1,066","22.67","19","46.15","18","200.00","40","25.00","257","16.29"
"2016","12","유럽","루마니아","1,136","22.28","299","-14.81","16","23.08","0","0.00","2","-33.33","819","45.73"
"2016","12","유럽","노르웨이","981","-0.10","597","8.35","241","-22.51","0","0.00","10","-23.08","133","24.30"
"2016","12","유럽","스웨덴","1,093","2.92","933","1.86","31","-13.89","6","-14.29","40","90.48","83","1.22"
"2016","12","유럽","폴란드","1,210","44.05","653","35.20","14","-6.67","1","0.00","16","23.08","526","60.37"
"2016","12","유럽","스위스","816","9.38","699","7.54","18","0.00","2","0.00","23","43.75","74","23.33"
"2016","12","유럽","포르투갈","1,133","5.49","923","-4.94","7","-30.00","0","-100.00","5","25.00","198","125.00"
"2016","12","유럽","오스트리아","631","13.08","457","15.99","5","0.00","0","0.00","16","-36.00","153","14.18"
"2016","12","유럽","핀란드","925","-0.54","603","-11.84","18","5.88","0","0.00","26","44.44","278","31.75"
"2016","12","유럽","벨기에","721","23.04","547","20.75","7","-53.33","7","600.00","21","320.00","139","24.11"
"2016","12","유럽","크로아티아","622","52.45","202","17.44","10","11.11","0","0.00","1","0.00","409","80.97"
"2016","12","유럽","그리스","766","14.33","359","15.81","31","24.00","4","300.00","0","-100.00","372","11.71"
"2016","12","유럽","불가리아","707","31.90","128","-20.99","4","100.00","1","0.00","2","100.00","572","54.18"
"2016","12","유럽","덴마크","639","-7.26","481","0.21","31","-44.64","2","0.00","18","5.88","107","-20.15"
"2016","12","유럽","아일랜드","489","22.86","345","17.75","23","-4.17","1","0.00","0","-100.00","120","53.85"
"2016","12","유럽","유럽 기타","2,700","36.78","1,247","7.59","57","32.56","3","-50.00","28","-17.65","1,365","86.48"
"2016","12","유럽 소계","","64,177","14.56","40,904","9.05","1,641","-11.96","129","40.22","811","5.60","20,692","31.05"
"2016","12","오세아니아","오스트레일리아","15,781","18.60","14,056","18.64","403","23.62","7","-50.00","21","75.00","1,294","17.00"
"2016","12","오세아니아","뉴질랜드","3,380","11.92","2,812","11.81","17","-57.50","5","400.00","3","0.00","543","17.79"
"2016","12","오세아니아","오세아니아 기타","448","-8.38","333","-6.72","0","-100.00","2","-71.43","1","-50.00","112","-8.20"
"2016","12","오세아니아 소계","","19,609","16.62","17,201","16.85","420","14.44","14","-36.36","25","47.06","1,949","15.39"
"2016","12","아프리카","남아프리카공화국","986","58.78","531","30.79","11","-59.26","0","0.00","3","0.00","441","138.38"
"2016","12","아프리카","아프리카 기타","2,589","13.25","1,176","0.09","374","-20.93","44","18.92","66","11.86","929","71.40"
"2016","12","아프리카 소계","","3,575","22.98","1,707","7.97","385","-23.00","44","18.92","69","11.29","1,370","88.45"
"2016","12","기타","국적미상","59","-25.32","33","-40.00","0","-100.00","0","0.00","0","-100.00","26","30.00"
"2016","12","기타 소계","","59","-25.32","33","-40.00","0","-100.00","0","0.00","0","-100.00","26","30.00"
"2016","12","교포","교포","22,765","-0.76","0","0.00","0","0.00","0","0.00","0","0.00","22,765","-0.76"
"2016","12","교포 소계","","22,765","-0.76","0","0.00","0","0.00","0","0.00","0","0.00","22,765","-0.76"
"2016","12 소계","","","1,343,398","20.33","1,102,769","22.38","13,111","-5.03","4,156","20.12","17,609","43.48","205,753","10.75"
"2016 소계","","","","17,241,823","30.31","13,932,925","37.47","187,507","-4.00","51,467","6.63","250,716","23.68","2,819,208","6.39"
"2017","01","아시아","중국","565,243","8.29","489,256","7.14","2,813","-24.44","68","-51.43","5,117","16.75","67,989","19.07"
"2017","01","아시아","일본","154,862","13.13","146,111","13.01","2,948","12.65","91","-34.53","776","1.84","4,936","21.10"
"2017","01","아시아","대만","69,623","20.66","68,286","20.32","70","22.81","17","88.89","112","15.46","1,138","44.97"
"2017","01","아시아","홍콩","55,524","65.12","54,501","65.38","34","-46.88","2","0.00","71","-2.74","916","71.54"
"2017","01","아시아","마카오","4,590","61.28","4,555","61.41","0","0.00","0","0.00","5","-37.50","30","87.50"
"2017","01","아시아","필리핀","36,950","18.82","11,546","26.81","307","-2.23","129","0.00","202","-0.98","24,766","16.02"
"2017","01","아시아","인도네시아","19,515","23.85","10,102","26.64","268","-0.37","45","164.71","114","-26.45","8,986","22.44"
"2017","01","아시아","태국","41,877","7.29","35,546","6.70","41","13.89","109","36.25","97","8.99","6,084","10.38"
"2017","01","아시아","베트남","13,193","49.19","8,207","93.70","249","-3.86","65","71.05","711","8.72","3,961","8.37"
"2017","01","아시아","인도","12,461","20.84","2,174","4.72","2,285","2.28","32","6.67","134","-2.19","7,836","34.29"
"2017","01","아시아","말레이시아","20,559","47.83","18,216","54.09","201","9.24","7","40.00","94","10.59","2,041","12.70"
"2017","01","아시아","싱가포르","9,797","18.59","8,045","21.09","131","-16.56","5","25.00","27","-28.95","1,589","12.06"
"2017","01","아시아","몽골","8,520","30.59","7,132","33.13","111","-1.77","231","26.23","404","11.91","642","25.88"
"2017","01","아시아","우즈베키스탄","5,400","6.13","2,118","16.50","361","27.11","5","0.00","155","46.23","2,761","-4.13"
"2017","01","아시아","미얀마","5,521","4.33","1,014","-5.06","13","-55.17","28","-36.36","46","43.75","4,420","7.31"
"2017","01","아시아","GCC","1,511","-1.18","1,217","-7.59","42","44.83","61","771.43","112","33.33","79","-14.13"
"2017","01","아시아","카자흐스탄","3,075","21.83","2,405","21.46","10","11.11","0","-100.00","69","-13.75","591","30.18"
"2017","01","아시아","터키","1,749","9.18","694","-4.01","15","-11.76","19","35.71","26","-3.70","995","21.19"
"2017","01","아시아","캄보디아","2,156","9.78","523","80.34","34","9.68","12","-62.50","53","20.45","1,534","-2.11"
"2017","01","아시아","스리랑카","1,253","-14.99","181","39.23","44","-10.20","3","200.00","21","-56.25","1,004","-19.42"
"2017","01","아시아","방글라데시","786","-16.74","116","-26.11","119","-9.16","11","-21.43","45","-51.09","495","-10.00"
"2017","01","아시아","파키스탄","900","-6.35","170","-32.27","219","11.73","22","214.29","106","0.95","383","-4.73"
"2017","01","아시아","이스라엘","888","0.34","827","-0.60","6","-45.45","0","0.00","4","-50.00","51","50.00"
"2017","01","아시아","이란","621","125.00","99","62.30","194","14.79","17","0.00","26","52.94","285","882.76"
"2017","01","아시아","아시아 기타","3,460","16.26","1,198","15.86","310","-6.06","96","45.45","124","29.17","1,732","19.45"
"2017","01","아시아 소계","","1,040,034","14.00","874,239","13.74","10,825","-4.31","1,075","11.98","8,651","11.12","145,244","17.53"
"2017","01","아메리카","미국","57,212","2.64","37,630","2.17","447","-21.02","2,278","9.00","220","0.92","16,637","3.75"
"2017","01","아메리카","캐나다","12,593","19.73","7,766","18.96","68","-32.00","19","5.56","43","43.33","4,697","22.25"
"2017","01","아메리카","브라질","1,270","28.15","756","19.62","20","17.65","6","-25.00","37","15.63","451","49.34"
"2017","01","아메리카","멕시코","922","16.86","558","2.01","9","12.50","6","100.00","49","-15.52","300","73.41"
"2017","01","아메리카","아메리카 기타","2,627","43.95","1,281","28.10","29","-14.71","22","120.00","113","-5.83","1,182","78.82"
"2017","01","아메리카 소계","","74,624","6.82","47,991","5.39","573","-20.97","2,331","9.49","462","0.87","23,267","10.72"
"2017","01","유럽","러시아","19,415","17.94","13,107","19.86","171","19.58","11","-50.00","105","43.84","6,021","13.84"
"2017","01","유럽","영국","10,312","9.69","7,260","10.47","521","-16.51","13","-40.91","33","-19.51","2,485","16.01"
"2017","01","유럽","독일","6,720","-8.11","4,952","-10.74","342","1.48","27","28.57","171","16.33","1,228","-2.54"
"2017","01","유럽","프랑스","5,764","6.74","3,499","2.73","626","13.00","51","13.33","260","22.64","1,328","12.26"
"2017","01","유럽","이탈리아","3,885","18.73","1,799","-1.59","98","-8.41","12","50.00","25","-7.41","1,951","49.85"
"2017","01","유럽","네덜란드","2,251","3.83","1,502","0.60","77","-3.75","6","20.00","49","-7.55","617","14.90"
"2017","01","유럽","우크라이나","2,489","27.77","579","12.21","72","41.18","0","-100.00","18","260.00","1,820","32.36"
"2017","01","유럽","스페인","1,324","5.92","879","3.78","43","0.00","12","20.00","60","50.00","330","6.45"
"2017","01","유럽","루마니아","1,128","13.37","301","-13.26","38","52.00","1","0.00","13","8.33","775","27.05"
"2017","01","유럽","노르웨이","1,492","-1.45","761","0.26","479","0.21","3","-40.00","21","10.53","228","-9.88"
"2017","01","유럽","스웨덴","1,008","5.88","798","7.26","65","-9.72","5","-54.55","25","-13.79","115","19.79"
"2017","01","유럽","폴란드","1,147","40.39","619","31.42","31","-8.82","1","0.00","25","4.17","471","63.54"
"2017","01","유럽","스위스","833","13.64","693","13.79","27","8.00","2","0.00","24","14.29","87","11.54"
"2017","01","유럽","포르투갈","829","57.60","615","55.70","9","-30.77","0","-100.00","10","-23.08","195","89.32"
"2017","01","유럽","오스트리아","723","2.70","481","-1.43","8","-50.00","0","-100.00","13","-31.58","221","23.46"
"2017","01","유럽","핀란드","841","-5.93","446","-20.07","31","19.23","3","200.00","31","29.17","330","15.79"
"2017","01","유럽","벨기에","708","-0.56","485","-4.90","20","11.11","5","0.00","21","31.25","177","8.59"
"2017","01","유럽","크로아티아","535","35.44","182","7.69","22","0.00","0","0.00","2","0.00","329","62.87"
"2017","01","유럽","그리스","897","25.98","466","30.90","57","1.79","2","0.00","2","100.00","370","24.58"
"2017","01","유럽","불가리아","717","18.51","195","2.09","1","-75.00","0","-100.00","6","0.00","515","27.79"
"2017","01","유럽","덴마크","809","-0.37","604","10.02","42","-57.14","5","25.00","20","25.00","138","-4.83"
"2017","01","유럽","아일랜드","661","9.44","382","12.02","28","3.70","1","0.00","0","-100.00","250","6.38"
"2017","01","유럽","유럽 기타","3,024","21.98","1,638","3.41","80","33.33","7","40.00","75","-3.85","1,224","62.77"
"2017","01","유럽 소계","","67,512","11.28","42,243","7.72","2,888","-0.86","167","-3.47","1,009","14.79","21,205","21.26"
"2017","01","오세아니아","오스트레일리아","11,984","20.08","9,892","21.87","572","33.33","14","-44.00","29","-6.45","1,477","7.18"
"2017","01","오세아니아","뉴질랜드","2,870","18.30","2,191","25.34","35","-25.53","20","1,900.00","5","0.00","619","-0.96"
"2017","01","오세아니아","오세아니아 기타","587","-12.65","442","-17.07","0","-100.00","2","100.00","3","-50.00","140","6.87"
"2017","01","오세아니아 소계","","15,441","18.07","12,525","20.46","607","27.25","36","33.33","37","-11.90","2,236","4.78"
"2017","01","아프리카","남아프리카공화국","1,133","18.02","294","-6.67","18","-57.14","4","300.00","4","100.00","813","35.50"
"2017","01","아프리카","아프리카 기타","2,468","15.65","899","-3.02","336","-15.37","36","38.46","215","16.22","982","63.94"
"2017","01","아프리카 소계","","3,601","16.39","1,193","-3.95","354","-19.36","40","48.15","219","17.11","1,795","49.71"
"2017","01","기타","국적미상","55","5.77","32","45.45","1","0.00","0","0.00","0","-100.00","22","-21.43"
"2017","01","기타 소계","","55","5.77","32","45.45","1","0.00","0","0.00","0","-100.00","22","-21.43"
"2017","01","교포","교포","19,428","5.64","0","0.00","0","0.00","0","0.00","0","0.00","19,428","5.64"
"2017","01","교포 소계","","19,428","5.64","0","0.00","0","0.00","0","0.00","0","0.00","19,428","5.64"
"2017","01 소계","","","1,220,695","13.30","978,223","13.08","15,248","-3.90","3,649","10.04","10,378","10.97","213,197","15.97"
"2017","02","아시아","중국","590,790","8.12","458,952","8.18","3,724","17.85","116","16.00","42,620","11.94","85,378","5.61"
"2017","02","아시아","일본","185,032","28.06","177,671","30.33","1,677","-27.81","103","28.75","1,934","2.22","3,647","-5.86"
"2017","02","아시아","대만","75,830","31.02","73,874","31.70","64","1.59","22","22.22","749","9.18","1,121","10.23"
"2017","02","아시아","홍콩","36,845","-25.05","35,438","-26.57","54","1.89","0","-100.00","423","6.82","930","106.21"
"2017","02","아시아","마카오","2,628","-24.53","2,566","-25.43","0","0.00","0","0.00","31","24.00","31","93.75"
"2017","02","아시아","필리핀","35,286","14.83","11,592","11.23","265","19.37","68","-17.07","222","-5.13","23,139","17.05"
"2017","02","아시아","인도네시아","21,133","33.34","11,393","49.57","297","-4.50","37","-7.50","595","-8.74","8,811","21.88"
"2017","02","아시아","태국","40,023","11.69","34,305","12.04","32","3.23","93","-20.51","334","12.84","5,259","10.23"
"2017","02","아시아","베트남","19,021","6.84","7,225","-15.55","274","53.93","73","40.38","3,456","38.30","7,993","22.59"
"2017","02","아시아","인도","12,446","21.66","1,919","13.48","2,315","21.46","62","181.82","344","-2.55","7,806","24.74"
"2017","02","아시아","말레이시아","19,836","0.91","16,921","0.40","224","-7.82","2","-50.00","689","-1.01","2,000","7.53"
"2017","02","아시아","싱가포르","8,923","8.09","7,043","10.76","107","-17.05","4","-33.33","276","5.34","1,493","-0.40"
"2017","02","아시아","몽골","7,286","16.82","6,061","36.39","82","-20.39","244","-12.86","526","-36.24","373","-36.24"
"2017","02","아시아","우즈베키스탄","5,550","11.67","2,447","31.49","378","40.00","0","0.00","462","68.61","2,263","-11.77"
"2017","02","아시아","미얀마","5,787","13.65","1,172","9.84","8","-27.27","37","-22.92","132","-6.38","4,438","16.03"
"2017","02","아시아","GCC","1,491","0.88","1,071","6.67","25","-3.85","27","285.71","282","-18.73","86","-8.51"
"2017","02","아시아","카자흐스탄","3,579","22.57","2,478","23.59","2","-60.00","0","-100.00","372","16.25","727","23.85"
"2017","02","아시아","터키","1,703","3.90","657","0.15","9","-40.00","26","73.33","100","-13.79","911","8.84"
"2017","02","아시아","캄보디아","2,293","-17.37","406","-52.46","34","-2.86","30","-42.31","143","-16.86","1,680","1.08"
"2017","02","아시아","스리랑카","1,265","4.03","170","0.00","72","24.14","3","0.00","48","37.14","972","1.99"
"2017","02","아시아","방글라데시","1,160","26.91","166","80.43","135","21.62","18","-33.33","200","-5.66","641","35.81"
"2017","02","아시아","파키스탄","1,341","25.33","210","0.00","254","25.12","43","760.00","378","33.10","456","23.91"
"2017","02","아시아","이스라엘","820","14.37","758","15.02","5","-28.57","0","0.00","12","-20.00","45","25.00"
"2017","02","아시아","이란","599","31.65","133","56.47","275","34.15","0","-100.00","55","-27.63","136","63.86"
"2017","02","아시아","아시아 기타","4,056","13.96","1,306","0.46","395","-1.50","107","3.88","416","6.67","1,832","34.21"
"2017","02","아시아 소계","","1,084,723","11.50","855,934","11.91","10,707","6.34","1,115","4.40","54,799","11.22","162,168","9.92"
"2017","02","아메리카","미국","52,732","4.00","35,860","8.76","353","-16.55","1,630","30.82","885","7.93","14,004","-8.13"
"2017","02","아메리카","캐나다","11,684","9.25","7,591","12.83","46","-41.77","9","50.00","124","11.71","3,914","3.79"
"2017","02","아메리카","브라질","1,165","25.00","705","33.02","10","-44.44","1","-75.00","57","-33.72","392","33.33"
"2017","02","아메리카","멕시코","1,079","33.71","580","42.16","8","-11.11","1","-75.00","186","8.14","304","42.06"
"2017","02","아메리카","아메리카 기타","2,779","40.35","1,330","36.69","23","9.52","13","-7.14","237","10.75","1,176","55.15"
"2017","02","아메리카 소계","","69,439","6.63","46,066","10.71","440","-20.00","1,654","29.83","1,489","6.13","19,790","-2.42"
"2017","02","유럽","러시아","17,787","25.95","11,559","34.52","131","13.91","17","41.67","354","1.72","5,726","13.30"
"2017","02","유럽","영국","8,271","1.60","5,728","1.33","273","-36.51","14","180.00","115","26.37","2,141","9.12"
"2017","02","유럽","독일","7,457","9.42","5,544","11.44","226","-7.00","16","23.08","511","5.36","1,160","5.55"
"2017","02","유럽","프랑스","5,825","-4.51","3,889","0.03","268","-36.79","15","-48.28","876","11.03","777","-19.90"
"2017","02","유럽","이탈리아","4,025","24.08","2,120","20.59","43","-30.65","4","-55.56","97","36.62","1,761","31.03"
"2017","02","유럽","네덜란드","2,389","16.65","1,661","30.48","42","-33.33","3","0.00","172","20.28","511","-10.19"
"2017","02","유럽","우크라이나","2,574","36.55","596","20.16","81","107.69","1","0.00","32","-25.58","1,864","42.62"
"2017","02","유럽","스페인","1,382","6.97","959","13.22","21","5.00","3","-40.00","130","10.17","269","-10.93"
"2017","02","유럽","루마니아","1,217","32.28","304","2.01","14","16.67","3","0.00","18","-21.74","878","49.57"
"2017","02","유럽","노르웨이","1,266","-0.24","792","20.55","287","-21.15","1","-80.00","53","-5.36","133","-28.88"
"2017","02","유럽","스웨덴","1,020","-0.78","836","10.88","28","-34.88","10","66.67","89","23.61","57","-62.75"
"2017","02","유럽","폴란드","1,458","40.60","818","61.02","26","0.00","3","0.00","53","-17.19","558","27.11"
"2017","02","유럽","스위스","944","11.58","786","15.25","15","-25.00","0","-100.00","65","-5.80","78","6.85"
"2017","02","유럽","포르투갈","626","-3.99","413","-22.22","8","-20.00","0","-100.00","20","81.82","185","86.87"
"2017","02","유럽","오스트리아","975","21.27","742","21.24","12","33.33","2","100.00","45","4.65","174","25.18"
"2017","02","유럽","핀란드","954","8.29","501","9.87","22","-12.00","0","0.00","124","-1.59","307","12.04"
"2017","02","유럽","벨기에","674","10.13","512","27.68","9","-57.14","2","0.00","31","-22.50","120","-18.92"
"2017","02","유럽","크로아티아","617","30.72","238","27.96","12","20.00","0","0.00","7","133.33","360","31.87"
"2017","02","유럽","그리스","883","16.49","441","17.91","24","-51.02","1","0.00","2","-60.00","415","25.76"
"2017","02","유럽","불가리아","632","6.76","168","10.53","3","-25.00","1","0.00","11","-47.62","449","8.19"
"2017","02","유럽","덴마크","763","1.06","540","8.87","30","-61.04","1","-80.00","51","37.84","141","0.71"
"2017","02","유럽","아일랜드","547","-1.26","336","5.99","16","-30.43","0","-100.00","16","433.33","179","-14.76"
"2017","02","유럽","유럽 기타","3,295","46.71","1,604","39.72","75","87.50","23","228.57","195","-5.34","1,398","65.44"
"2017","02","유럽 소계","","65,581","14.91","41,087","17.21","1,666","-21.75","120","16.50","3,067","6.98","19,641","16.09"
"2017","02","오세아니아","오스트레일리아","8,550","16.52","6,778","21.84","516","35.79","16","-50.00","87","40.32","1,153","-11.38"
"2017","02","오세아니아","뉴질랜드","1,964","5.20","1,360","9.32","24","-31.43","6","0.00","15","87.50","559","-3.62"
"2017","02","오세아니아","오세아니아 기타","342","-3.12","232","18.97","0","0.00","9","800.00","1","-87.50","100","-32.89"
"2017","02","오세아니아 소계","","10,856","13.58","8,370","19.54","540","30.12","31","-6.06","103","32.05","1,812","-10.74"
"2017","02","아프리카","남아프리카공화국","1,244","29.05","337","1.20","12","-40.00","0","0.00","14","7.69","881","47.32"
"2017","02","아프리카","아프리카 기타","3,096","12.42","1,126","2.27","424","-4.72","83","16.90","478","-1.04","985","50.61"
"2017","02","아프리카 소계","","4,340","16.73","1,463","2.02","436","-6.24","83","16.90","492","-0.81","1,866","49.04"
"2017","02","기타","국적미상","57","-20.83","28","27.27","1","0.00","0","0.00","2","-60.00","26","-40.91"
"2017","02","기타 소계","","57","-20.83","28","27.27","1","0.00","0","0.00","2","-60.00","26","-40.91"
"2017","02","교포","교포","17,084","-4.52","0","0.00","0","0.00","0","0.00","0","0.00","17,084","-4.52"
"2017","02","교포 소계","","17,084","-4.52","0","0.00","0","0.00","0","0.00","0","0.00","17,084","-4.52"
"2017","02 소계","","","1,252,080","11.17","952,948","12.11","13,790","1.18","3,003","17.81","59,952","10.77","222,387","7.98"
"2017","03","아시아","중국","360,782","-40.04","263,788","-47.24","3,868","-14.14","187","-28.08","19,633","18.24","73,306","-8.69"
"2017","03","아시아","일본","274,478","22.36","267,416","22.88","2,042","0.99","121","-22.44","805","34.62","4,094","4.20"
"2017","03","아시아","대만","74,512","28.81","73,095","29.34","50","4.17","7","-12.50","311","40.09","1,049","-0.57"
"2017","03","아시아","홍콩","47,834","-24.01","46,659","-24.72","56","-16.42","1","-50.00","205","24.24","913","24.22"
"2017","03","아시아","마카오","3,202","-19.81","3,147","-20.31","0","0.00","0","0.00","15","-21.05","40","60.00"
"2017","03","아시아","필리핀","40,085","-5.67","16,891","-1.69","270","-3.23","74","-5.13","121","18.63","22,729","-8.55"
