측정 일자,측정 시,수소이온농도(pH),수온(℃),탁도(NTU),용존산소(mg/L),전기전도도(㎲/cm),화학적산소요구량(mg/L),질소총량(mg/L),인총량(mg/L),암모니아성질소(mg/L),질산성질소계(mg/L),유량(㎥),수위(cm),페놀(mg/L),시안(mg/L),염소(mg/L),유기탄소총량(mg/L),총산소요구량(mg/L),ABS(kg/㎠)
2015-11-14,23:00,6.22,16.52,19.52,6.94,416.71,3.67,1.75,0,0.18,1.77,1539.54,24.62,0,0,0,0,0,0
2015-11-13,23:00,6.22,17.64,15.95,6.67,495.33,3.9,2.32,0,0.18,2.44,1628.08,24.26,0,0,0,0,0,0
2015-11-12,23:00,6.23,18.7,6.63,6.44,550.75,3.25,2.3,0,0.18,2.85,807.42,18.44,0,0,0,0,0,0
2015-11-11,23:00,6.2,18.8,6.36,6.54,543.92,2.88,2.46,0,0.18,2.94,839.33,19,0,0,0,0,0,0
2015-11-10,23:00,6.22,18.38,6.41,6.95,506.75,1.82,2.65,0.01,0.18,3.3,879.08,19.61,0,0,0,0,0,0
2015-11-09,23:00,6.2,17.35,9.85,6.81,426.29,2.9,1.82,0,0.18,2.33,1286.63,23.82,0,0,0,0,0,0
2015-11-08,23:00,6.23,15.79,18.43,7.09,344.96,2.61,0.65,0,0.18,1.34,2366.83,30.2,0,0,0,0,0,0
2015-11-07,23:00,6.17,16.67,12.62,6.74,437.71,4.04,1.5,0,0.18,2.15,1911.5,27.73,0,0,0,0,0,0
2015-11-06,23:00,6.25,19.64,5.61,6.62,569.71,3.9,1.97,0,0.17,2.63,713.04,17.38,0,0,0,0,0,0
2015-11-05,23:00,6.27,19.92,12.36,6.61,571.67,5.03,2.15,0,0.17,2.19,748.21,17.73,0,0,0,0,0,0
2015-11-04,23:00,6.24,19.55,22.83,7.57,557.63,3.69,2.2,0,0.17,3.06,748.46,17.77,0,0,0,0,0,0
2015-11-03,23:00,6.13,19.82,19.02,7.89,556.63,4.31,2.89,0,0.17,3.8,731.46,17.49,0,0,0,0,0,0
2015-11-02,23:00,6.28,19.48,15.09,8.21,542.38,2.73,2.34,0,0.17,3.26,770.46,18,0,0,0,0,0,0
2015-11-01,23:00,6.35,18.56,17.75,8.83,540.54,2.8,2.29,0,0.18,3.11,665.5,16.69,0,0,0,0,0,0
2015-10-31,23:00,6.32,18.29,13.27,8.72,539.42,3.55,3.41,0,0.18,4.46,660,16.63,0,0,0,0,0,0
2015-10-30,23:00,6.17,19.29,9.16,8.3,515.58,4.11,3.21,0,0.18,4.65,809.92,18.68,0,0,0,0,0,0
2015-10-29,23:00,6.19,19.66,6.94,8.47,525.17,3.74,3.32,0.02,0.17,4.67,792.83,18.44,0,0,0,0,0,0
2015-10-28,23:00,6.13,20.3,6.54,8.46,514.67,3.78,2.64,0.02,0.17,4.13,776.29,18.12,0,0,0,0,0,0
2015-10-27,23:00,6.18,19.43,13.74,8.2,441.63,3.91,1.71,0.01,0.17,2.89,1565.21,24.88,0,0,0,0,0,0
2015-10-26,23:00,6.23,21.61,8.58,8.57,527.08,3.63,1.47,0.01,0.17,2.47,671.96,17.19,0,0,0,0,0,0
2015-10-25,23:00,6.29,21.56,8.44,8.98,520.29,2.1,0.65,0.01,0.17,1.95,616.79,16.33,0,0,0,0,0,0
2015-10-24,23:00,6.18,21.94,7.9,8.39,523,4.07,1.56,0.02,0.17,2.52,675.88,17.24,0,0,0,0,0,0
2015-10-23,23:00,6.12,22.71,5.64,8.74,521.29,3.63,1.68,0.05,0.17,2.69,699.33,17.3,0,0,0,0,0,0
2015-10-22,23:00,6.11,22.6,6.29,8.87,521,2.93,1.67,0.1,0.17,2.79,689.88,17.07,0,0,0,0,0,0
2015-10-21,23:00,6.1,22.61,6.92,9.04,524.54,4.03,1.85,0.02,0.17,2.93,683.21,17.03,0,0,0,0,0,0
2015-10-20,23:00,6.11,22.53,6.03,9.07,520.75,3.58,2.32,0.02,0.17,3.36,685.63,16.93,0,0,0,0,0,0
2015-10-19,23:00,6.19,22.24,5.63,9.17,518.29,4.19,1.66,0,0.17,2.83,706.33,16.97,0,0,0,0,0,0
2015-10-18,23:00,6.3,21.82,5.45,9.43,531.79,3.53,1.37,0.03,0.17,2.32,636.46,15.8,0,0,0,0,0,0
2015-10-17,23:00,6.32,22.11,6.05,9.56,530.25,3.49,2,0.02,0.17,3.1,655.38,16.25,0,0,0,0,0,0
2015-10-16,23:00,6.27,21.97,6.12,9.43,538.71,3,2.3,0.01,0.17,3.43,661.46,16.69,0,0,0,0,0,0
2015-10-15,23:00,6.23,22.44,10.67,9.7,527.33,3.39,2.41,0,0.17,4.02,723.21,17.36,0,0,0,0,0,0
2015-10-14,23:00,6.3,21.92,11.03,9.62,527.63,3.7,1.72,0,0.17,3.1,726.92,17.02,0,0,0,0,0,0
2015-10-13,23:00,6.33,21.52,7.54,9.64,524.38,3.5,1.97,0,0.17,3.3,753.79,17.26,0,0,0,0,0,0
2015-10-12,23:00,6.35,21.65,15,9.96,513.75,3.59,1.2,0,0.17,2.89,767.29,17.63,0,0,0,0,0,0
2015-10-11,23:00,6.4,21.13,48.27,10.39,519.17,3.17,0.89,0,0.17,2.21,672.42,16.63,0,0,0,0,0,0
2015-10-10,23:00,6.34,21.74,51.06,10.03,535.04,3.68,0.57,0,0.17,2.07,750.25,17.52,0,0,0,0,0,0
2015-10-09,23:00,6.29,22.94,11.97,9.87,536.17,4.5,1.23,0,0.17,2.45,649.71,15.8,0,0,0,0,0,0
2015-10-08,23:00,6.19,23.26,7.95,9.54,531.67,4.71,1.54,0.05,0.17,2.64,719.38,16.64,0,0,0,0,0,0
2015-10-07,23:00,6.19,23.51,8.96,9.69,517,5.38,1.62,0,0.17,2.77,762.21,17.14,0,0,0,0,0,0
2015-10-06,23:00,6.21,23.11,11.2,10.3,525.54,4.44,2.5,0.01,0.17,3.73,749.08,17.12,0,0,0,0,0,0
2015-10-05,23:00,6.3,23.01,10.77,10.82,511.63,4.87,1.97,0.01,0.17,3.31,758.67,17.63,0,0,0,0,0,0
2015-10-04,23:00,6.45,22.66,9.03,11.19,522.13,4.87,0.85,0,0.17,2.07,657.67,16.46,0,0,0,0,0,0
2015-10-03,23:00,6.38,23.28,12.43,10.4,526.17,5.15,1.31,0.01,0.17,2.5,683.54,16.26,0,0,0,0,0,0
2015-10-02,23:00,6.28,22.96,14.42,10.47,500.33,5,1.38,0.02,0.17,2.79,745.79,17.48,0,0,0,0,0,0
2015-10-01,23:00,6.47,22.27,18.68,9.82,471.71,5.25,1.56,0,0.17,2.56,1380.46,22.38,0,0,0,0,0,0
2015-09-30,23:00,6.55,23.97,9.54,10.5,521.75,4.11,1.69,0.02,0.18,3.19,755.42,16.78,0,0,0,0,0,0
2015-09-29,23:00,6.58,23.69,9.14,10.61,528.54,3.02,1.58,0.01,0.18,2.93,680.25,15.83,0,0,0,0,0,0
2015-09-28,23:00,6.58,23.97,10.83,10.88,534.83,3.56,0.24,0,0.18,1.6,602.54,14.69,0,0,0,0,0,0
2015-09-27,23:00,6.63,23.67,14.78,10.53,551.25,3.18,0.19,0,0.18,1.07,625,14.44,0,0,0,0,0,0
2015-09-26,23:00,6.43,24.72,10.81,9.52,543.75,4.96,1.12,0.01,0.18,2.17,734.21,15.92,0,0,0,0,0,0
2015-09-25,23:00,6.34,24.73,7.54,9.08,542.33,5.14,1.55,0.02,0.18,2.71,859.96,17.37,0,0,0,0,0,0
2015-09-24,23:00,6.38,24.47,7.41,9.2,543.92,4.8,1.52,0.02,0.18,2.66,857.54,17.11,0,0,0,0,0,0
2015-09-23,23:00,6.4,24.19,64.46,3.92,548.13,5.15,1.54,0.01,0.2,2.63,881.58,17.36,0,0,0,0,0,0
2015-09-22,23:00,6.35,24.59,86.3,1.27,543.92,5.06,1.44,0,0.19,2.95,897.79,16.98,0,0,0,0,0,0
2015-09-21,23:00,6.4,24.39,85.82,1.94,540.5,5.12,0.92,0,0.19,2.48,904.88,17.17,0,0,0,0,0,0
2015-09-20,23:00,6.5,24.26,71.38,2.57,543.04,4.15,0.55,0,0.19,1.86,825.17,16.38,0,0,0,0,0,0
2015-09-19,23:00,6.4,24.52,47.72,2.95,547.21,5.24,1.26,0,0.19,2.64,801.08,16.26,0,0,0,0,0,0
2015-09-18,23:00,6.41,24.26,25.51,3.42,544.79,5.17,1.28,0,0.2,2.75,886.58,17.37,0,0,0,0,0,0
2015-09-17,23:00,6.4,24.54,9.22,3.89,544.17,4.88,1.38,0,0.2,2.55,871.88,17.3,0,0,0,0,0,0
2015-09-16,23:00,6.4,24.14,34.58,4.26,540.63,4.07,1.81,0.05,0.19,2.56,844.96,17.4,0,0,0,0,0,0
2015-09-15,23:00,6.33,24.71,64.02,4.57,543.33,3.8,1.88,0,0.19,3.19,852.13,17.38,0,0,0,0,0,0
2015-09-14,23:00,6.45,24.17,98.53,5.06,535.38,3.8,1.51,0.02,0.19,2.31,859.25,17.81,0,0,0,0,0,0
2015-09-13,23:00,6.49,23.69,76.24,5.43,549.13,4.02,1.43,0.01,0.19,2.16,778.63,16.89,0,0,0,0,0,0
2015-09-12,23:00,6.41,24.17,45.71,5.28,559.83,5.25,2.74,0.02,0.19,3.3,848.58,17.43,0,0,0,0,0,0
2015-09-11,23:00,6.37,24.92,18.84,5.38,553.33,5.44,2.96,0.01,0.19,3.64,893.75,17.87,0,0,0,0,0,0
2015-09-10,23:00,6.41,24.77,16.52,6.01,534.79,4.68,2.09,0.01,0.19,2.8,966.33,17.89,0,0,0,0,0,0
2015-09-09,23:00,6.42,24.5,10.06,6.34,504.5,4.9,2.14,0.05,0.19,2.61,985.96,17.81,0,0,0,0,0,0
2015-09-08,23:00,6.4,24.56,82.21,6.37,526.17,5.47,2.52,0.07,0.19,2.82,998.88,18.1,0,0,0,0,0,0
2015-09-07,23:00,6.39,24.52,66.56,6.82,512.63,5.18,2.12,0.06,0.19,2.47,1031.5,18.38,0,0,0,0,0,0
2015-09-06,23:00,6.45,24.3,23.95,6.97,483.75,5.05,1.8,0.04,0.2,2,1364.83,18.51,0,0,0,0,0,0
2015-09-05,23:00,6.41,23.98,84.83,6.78,442.54,7,2.63,0.03,0.21,2.37,2152,25.52,0,0,0,0,0,0
2015-09-04,23:00,6.44,25.83,5.91,6.9,539.46,6.25,2.27,0.02,0.19,2.69,1130.5,16.92,0,0,0,0,0,0
2015-09-03,23:00,6.39,25.98,8.52,6.42,517.88,6.9,2.5,0,0.19,2.9,1362.5,18.73,0,0,0,0,0,0
2015-09-02,23:00,6.41,26.03,7.43,6.53,543.9,6.5,3.13,0,0.19,3.15,1286,18.39,0,0,0,0,0,0
2015-09-01,23:00,6.38,26.52,6.82,6.95,542.73,6.27,3.33,0,0.19,3.36,1208.32,17.69,0,0,0,0,0,0
2015-08-31,23:00,6.51,25.98,8.58,7.47,541.21,5.94,3,0,0.19,2.98,1162.25,17.39,0,0,0,0,0,0
2015-08-30,23:00,6.55,25.73,31.46,8.15,553.63,5.87,2.51,0,0.2,2.7,1081.25,16.97,0,0,0,0,0,0
2015-08-29,23:00,6.5,25.6,40.46,8.25,556.29,6.22,2.65,0,0.2,2.9,1084.25,16.96,0,0,0,0,0,0
2015-08-28,23:00,6.45,25.61,17.45,8.34,548.88,6.3,2.83,0,0.19,3.13,1220.63,18.04,0,0,0,0,0,0
2015-08-27,23:00,6.44,25.86,18.86,8.44,538.63,7.59,2.99,0.04,0.18,3.27,1243.92,18.03,0,0,0,0,0,0
2015-08-26,23:00,6.49,25.19,35.46,8.71,511.79,6.1,3.03,0,0.17,3.11,1322.79,18.96,0,0,0,0,0,0
2015-08-25,23:00,6.47,24.94,18.47,8.7,537.5,6.1,3.29,0,0.18,2.79,1444.08,19.68,0,0,0,0,0,0
2015-08-24,23:00,6.51,26.14,10.81,9.54,540,6.05,3.3,0,0.17,2.82,1283.21,18.64,0,0,0,0,0,0
2015-08-23,23:00,6.6,26.03,25.05,10.16,544.88,6.15,3.19,0,0.17,2.45,1231,17.97,0,0,0,0,0,0
2015-08-22,23:00,6.56,25.5,13.79,9.87,547.33,7.25,3.7,0,0.17,2.91,1341.38,18.79,0,0,0,0,0,0
2015-08-21,23:00,6.52,25.54,7.61,9.99,534.08,6.24,3.7,0,0.17,2.97,1496.35,19.78,0,0,0,0,0,0
2015-08-20,23:00,6.5,25.34,14.08,9.79,520.67,7.53,3.75,0,0.17,2.84,1632.38,21.19,0,0,0,0,0,0
2015-08-19,23:00,6.45,25.51,17.99,10.45,507.88,6.21,3.57,0,0.17,2.77,1633.25,20.94,0,0,0,0,0,0
2015-08-18,23:00,6.42,25.21,18.09,10.54,479.5,6.54,3.93,0,0.17,2.79,3179.58,22.45,0,0,0,0,0,0
2015-08-17,23:00,6.38,24.13,29.97,10.44,412.67,6.94,4.44,0,0.17,2.32,3287.13,29.01,0,0,0,0,0,0
2015-08-16,23:00,6.56,25.64,71.29,11,450.21,6.8,4.09,0,0.17,2.27,1523.29,30.29,0,0,0,0,0,0
2015-08-15,23:00,6.56,26.75,80.24,10.86,522.63,6.23,4.15,0,0.17,2.65,931.42,15.77,0,0,0,0,0,0
2015-08-14,23:00,6.56,26.46,56.12,10.52,519.42,7.33,4.61,0,0.17,2.95,858.13,16.2,0,0,0,0,0,0
2015-08-13,23:00,6.43,26.18,51.67,10.24,484,8.32,5.64,0,0.17,3.16,1865.29,20.92,0,0,0,0,0,0
2015-08-12,23:00,6.47,26.67,22.9,11.33,525.63,6.46,4.35,0.09,0.17,3.27,1129.58,16.82,0,0,0,0,0,0
2015-08-11,23:00,6.54,26.58,29.15,11.5,536.88,6.35,4.13,0.28,0.17,3.51,1116.17,16.91,0,0,0,0,0,0
2015-08-10,23:00,6.58,26.51,33.21,12.07,526.13,5.88,3.75,0.22,0.17,3.38,1143.13,17.12,0,0,0,0,0,0
2015-08-09,23:00,6.61,26.48,39.46,12.53,525.25,6.17,3.55,0.18,0.17,2.89,994.83,16.01,0,0,0,0,0,0
2015-08-08,23:00,6.65,26.46,37.04,12.03,532.54,6.78,3.79,0.19,0.17,2.91,1216.38,17.7,0,0,0,0,0,0
2015-08-07,23:00,6.5,26.69,17.46,12.31,527.21,6.4,3.79,0.19,0.17,3.09,1215.38,17.93,0,0,0,0,0,0
2015-08-06,23:00,6.49,26.38,23.74,12.61,504.92,5.91,3.52,0.19,0.17,2.94,1193.75,18.02,0,0,0,0,0,0
2015-08-05,23:00,6.48,26.23,28.17,12.35,499.79,6.66,3.58,0.22,0.17,2.91,1311.5,18.62,0,0,0,0,0,0
2015-08-04,23:00,6.49,25.64,28.28,12.72,487,6.15,3.61,0.25,0.17,2.94,1481.42,19.13,0,0,0,0,0,0
2015-08-03,23:00,6.51,25.55,109.07,12.62,468.33,6.21,3.4,0.21,0.17,2.89,1699.92,20.17,0,0,0,0,0,0
2015-08-02,23:00,6.54,24.92,95.45,12.05,423.67,5.98,2.7,0.06,0.17,2.07,2111.38,23.92,0,0,0,0,0,0
2015-08-01,23:00,6.59,25.27,30.02,12.61,493.25,5.48,2.75,0.05,0.17,2.44,1501.54,19.28,0,0,0,0,0,0
2015-07-31,23:00,6.48,25.08,22.41,12.23,471.5,5.59,2.37,0.05,0.17,2.45,3287.13,22.03,0,0,0,0,0,0
2015-07-30,23:00,6.45,24.52,17.53,12.24,433.96,5.34,2.39,0.1,0.17,2.57,3287.21,24.88,0,0,0,0,0,0
2015-07-29,23:00,6.45,24.02,53.28,11.39,387.54,7.28,2.42,0.15,0.18,2.43,3287.17,32.44,0,0,0,0,0,0
2015-07-28,23:00,6.39,24.79,13.74,12.17,484.63,6.7,1.41,0.07,0.17,3.24,3287.29,21.67,0,0,0,0,0,0
2015-07-27,23:00,6.45,23.27,28.01,12.21,436.71,6.7,0.07,0.06,0.17,2.84,3287.17,24.92,0,0,0,0,0,0
2015-07-26,23:00,6.4,23.1,63.11,11.73,336.21,6.7,0.04,0.13,0.17,2.47,3287.17,37.64,0,0,0,0,0,0
2015-07-25,23:00,6.46,23.31,91.34,11.06,351.29,7.8,0.19,0.08,0.17,2.39,3287.13,38.98,0,0,0,0,0,0
2015-07-24,23:00,6.56,24.47,16.88,9.91,329.42,5.72,0,0.13,0.17,1.78,3287.17,31.9,0,0,0,0,0,0
2015-07-23,23:00,6.5,26.35,14.45,5.88,465.42,5.77,0.19,0.16,0.17,2.9,1810.21,21.98,0,0,0,0,0,0
2015-07-22,23:00,6.5,26.66,6.67,2.23,516.5,5.88,0.24,0.1,0.17,3.34,1404.79,15.97,0,0,0,0,0,0
2015-07-21,23:00,6.49,26.36,6.56,2.46,520.67,6.06,0.54,0.11,0.17,3.78,1382.83,15.87,0,0,0,0,0,0
2015-07-20,23:00,6.54,26,6.51,2.84,510.29,5.61,0.41,0.09,0.17,3.76,1398.29,16.27,0,0,0,0,0,0
2015-07-19,23:00,6.65,25.13,7.23,2.98,505.42,5.55,0,0.05,0.17,2.59,1353.63,16.19,0,0,0,0,0,0
2015-07-18,23:00,6.58,25.71,5.85,3.62,527.83,5.98,0,0.05,0.17,2.88,1103.79,15.1,0,0,0,0,0,0
2015-07-17,23:00,6.54,25.47,5.83,4.31,527.67,6.28,0.01,0.05,0.17,2.95,1179.96,15.82,0,0,0,0,0,0
2015-07-16,23:00,6.51,25.95,9.39,4.57,514.71,7.77,0.19,0.11,0.17,3.1,1233.21,15.98,0,0,0,0,0,0
2015-07-15,23:00,6.43,26.29,10.97,4.76,510.71,7.2,0.51,0.05,0.19,3.49,1191.92,16.39,0,0,0,0,0,0
2015-07-14,23:00,6.42,25.82,24.37,4.75,488.54,7.2,0.57,0.05,0.2,4.02,1246.96,17.43,0,0,0,0,0,0
2015-07-13,23:00,6.62,24.18,20.45,4.87,373.63,7.2,0,0.05,0.2,2.24,2261.58,25.56,0,0,0,0,0,0
2015-07-12,23:00,6.73,25.05,9.24,4.8,461.46,7.2,0.02,0.05,0.21,1.91,1932.25,22,0,0,0,0,0,0
2015-07-11,23:00,6.51,26.68,5.67,5.8,542.71,7.2,0.39,0.04,0.22,3.05,1171.13,14.14,0,0,0,0,0,0
2015-07-10,23:00,6.44,26.44,5.49,6.18,537.71,7.2,0.84,0.05,0.23,3.85,1290.71,15.6,0,0,0,0,0,0
2015-07-09,23:00,6.56,25.77,6.32,6.19,540.08,6.4,1.21,0.07,0.19,4.04,1241.33,15.26,0,0,0,0,0,0
2015-07-08,23:00,6.5,25.62,6.4,6.3,536.04,6.25,1.05,0.06,0.17,3.99,1235.25,15.5,0,0,0,0,0,0
2015-07-07,23:00,6.55,25.44,5.66,6.43,534.54,6.23,1.52,0.07,0.17,4.39,1048.21,15.44,0,0,0,0,0,0
2015-07-06,23:00,6.53,25.51,5.81,6.83,529.21,6.07,1.18,0.06,0.26,4.43,1176.63,15.67,0,0,0,0,0,0
2015-07-05,23:00,6.62,25.46,5.62,6.8,533.63,6.15,0.46,0.06,0.2,3.45,1125.25,14.19,0,0,0,0,0,0
2015-07-04,23:00,6.59,25.28,6.06,6.67,536.71,5.89,1.22,0.06,0.18,3.52,922.25,14.21,0,0,0,0,0,0
2015-07-03,23:00,6.5,25.36,5.92,6.65,537.29,6.19,1.68,0.05,0.21,3.79,1283.92,15.29,0,0,0,0,0,0
2015-07-02,23:00,6.48,25.53,5.86,6.76,537.21,6.68,1.42,0.06,0.24,3.79,1310.75,15.68,0,0,0,0,0,0
2015-07-01,23:00,6.49,25.66,6.06,6.83,532.63,6.63,0.56,0.06,0.23,3.08,1273.42,15.4,0,0,0,0,0,0
2015-06-30,23:00,6.48,25.53,6.25,7.04,520.42,7.5,0.48,0.06,0.24,2.75,1301.96,15.92,0,0,0,0,0,0
2015-06-29,23:00,6.57,25.38,5.88,7.68,499.21,6.39,0.04,0.05,0.22,2.19,1325.75,15.87,0,0,0,0,0,0
2015-06-28,23:00,6.63,25.17,6.69,7.94,499.5,6.3,0.07,0.05,0.23,1.67,1204.54,14.8,0,0,0,0,0,0
2015-06-27,23:00,6.58,24.8,6.02,7.8,491.04,6.62,0.4,0.06,0.2,2.27,1308.5,15.39,0,0,0,0,0,0
2015-06-26,23:00,6.53,23.27,57.81,6.26,370.92,6.85,0.18,0.09,0.23,1.77,2610.83,26.04,0,0,0,0,0,0
2015-06-25,23:00,6.41,25.08,12.89,5.52,511.63,7.68,0.59,0.09,0.43,2.14,1383.92,16.51,0,0,0,0,0,0
2015-06-24,23:00,6.45,25.25,13.73,6.7,503.04,7.35,0.75,0.06,0.23,2.46,1316.08,15.63,0,0,0,0,0,0
2015-06-23,23:00,6.45,24.99,17.72,7.09,494.54,7.82,0.9,0.06,0.28,2.61,1293.54,15.46,0,0,0,0,0,0
2015-06-22,23:00,6.52,24.63,12.3,8.09,475.54,6.85,0.51,0.05,0.19,2.31,1275.5,15.8,0,0,0,0,0,0
2015-06-21,23:00,6.56,24.28,7.56,8.6,464.25,7.62,0.27,0.05,0.18,2.14,1202.75,15.15,0,0,0,0,0,0
2015-06-20,23:00,6.55,23.61,12,7.81,469.83,8.84,0.77,0.05,0.26,2.37,1556.75,18.37,0,0,0,0,0,0
2015-06-19,23:00,6.45,25.05,9.19,9.05,480.42,10.19,0.62,0.04,0.17,2.44,1277.88,15.74,0,0,0,0,0,0
2015-06-18,23:00,6.48,25.04,10.33,9.11,475.67,5.79,1.1,0.04,0.18,2.54,1291.92,15.89,0,0,0,0,0,0
2015-06-17,23:00,6.5,24.87,13.3,9.27,485.88,5.73,1.46,0.04,0.18,2.96,1327.46,16.11,0,0,0,0,0,0
2015-06-16,23:00,6.55,24.73,14.54,9.53,482.17,5.93,0.84,0.03,0.18,2.56,1311.46,15.95,0,0,0,0,0,0
2015-06-15,23:00,6.55,24.51,11.53,9.87,481.63,5.92,0.36,0.03,0.18,2.18,1319.29,15.94,0,0,0,0,0,0
2015-06-14,23:00,6.6,23.99,21.66,9.61,500.25,7.76,0.44,0.04,0.23,1.86,1451.79,17.03,0,0,0,0,0,0
2015-06-13,23:00,6.43,24.45,8.43,9.71,506.67,7,1.05,0.06,0.22,2.61,1227.17,14.77,0,0,0,0,0,0
2015-06-12,23:00,6.48,24.38,6.26,10.62,509.54,6.9,0.67,0.05,0.18,2.23,1227.83,15.07,0,0,0,0,0,0
2015-06-11,23:00,6.26,24.56,8.55,10.66,511.46,7.04,1.3,0.05,0.18,2.54,1287.79,16.02,0,0,0,0,0,0
2015-06-10,23:00,6.26,24.64,7.9,11.04,506.83,6.96,1.48,0.05,0.19,2.75,1286.58,16.54,0,0,0,0,0,0
2015-06-09,23:00,6.43,23.82,9.33,11.31,511.38,6.62,1.9,0.05,0.18,3,1262.21,16.66,0,0,0,0,0,0
2015-06-08,23:00,6.45,23.53,8.93,11.89,494.42,6.8,0.86,0.05,0.18,2.21,1238.58,16.77,0,0,0,0,0,0
2015-06-07,23:00,6.54,23.42,9.14,12.19,512.25,7.25,0.81,0.05,0.17,1.73,1100.67,15.4,0,0,0,0,0,0
2015-06-06,23:00,6.39,23.3,8.07,12,516.33,8.13,1.9,0.05,0.19,2.69,1108.92,15.59,0,0,0,0,0,0
2015-06-05,23:00,6.33,23.25,10.47,10.92,518.33,64.13,2.25,0.08,0.19,3.22,1251.75,16.72,0,0,0,0,0,0
2015-06-04,23:00,6.38,23.23,7.53,11.69,523.25,79.7,2,0.07,0.18,3.07,1269.04,16.44,0,0,0,0,0,0
2015-06-03,23:00,6.38,23.25,9.65,11.86,512.21,25.39,2.03,0.07,0.17,2.93,1261.17,16.29,0,0,0,0,0,0
2015-06-02,23:00,6.32,23.16,13.34,11.88,518.17,7.63,2.22,0.06,0.19,3.08,1228.63,16.12,0,0,0,0,0,0
2015-06-01,23:00,6.34,22.94,6.96,12.39,512.46,7.21,1.3,0.06,0.17,2.43,1246.25,16.42,0,0,0,0,0,0
2015-05-31,23:00,6.43,22.79,6.38,12.31,530.92,6.68,1.42,0.07,0.18,2.09,1128.63,15.27,0,0,0,0,0,0
2015-05-30,23:00,6.27,23.23,6.36,11.48,527.38,7.62,2.26,0.11,0.18,2.69,1115.67,15.4,0,0,0,0,0,0
2015-05-29,23:00,6.3,22.95,10.44,11.63,518.17,8.25,2.36,0.22,0.19,2.96,1169.08,16.21,0,0,0,0,0,0
2015-05-28,23:00,6.35,22.66,9.29,11.82,522.71,7.57,2.4,0.08,0.17,2.75,1126.33,16.2,0,0,0,0,0,0
2015-05-27,23:00,6.38,22.18,12.92,11.72,521.96,7.69,2.81,0.08,0.18,3.01,1140.75,16.06,0,0,0,0,0,0
2015-05-26,23:00,6.44,22.02,11.09,11.9,521.88,7.14,2.35,0.08,0.17,2.75,1177.54,16.2,0,0,0,0,0,0
2015-05-25,23:00,6.52,21.69,6.67,11.95,530,6.14,1.98,0.08,0.18,2.27,1072.71,14.97,0,0,0,0,0,0
2015-05-24,23:00,6.55,21.62,9.53,11.83,539.25,7.04,2.05,0.08,0.17,2.03,1043.83,14.51,0,0,0,0,0,0
2015-05-23,23:00,6.46,21.76,6.97,11.5,533.58,7.43,2.88,0.09,0.18,2.61,1127.79,15.39,0,0,0,0,0,0
2015-05-22,23:00,6.45,21.88,6.27,11.54,546.54,7.89,3.35,0.12,0.17,3.11,1253.33,16.41,0,0,0,0,0,0
2015-05-21,23:00,7.25,21.42,27.68,7.01,527.29,8.1,3.39,0.14,0.18,3.23,1233.17,16.37,0,0,0,0,0,0
2015-05-20,23:00,8.44,21.22,23.09,0.16,532.21,7.8,3.43,0.1,0.18,3.24,1305.33,16.98,0,0,0,0,0,0
2015-05-19,23:00,8.34,21,11.27,0.16,527.71,7.63,3.5,0.12,0.19,3.23,1296.5,16.89,0,0,0,0,0,0
2015-05-18,23:00,8.53,20.61,34.82,0.16,517.75,6.84,2.27,0.11,0.18,2.21,1295.96,16.68,0,0,0,0,0,0
2015-05-17,23:00,8.62,20.88,44.23,0.17,525.25,7.27,2.15,0.11,0.18,1.78,1245.17,16.21,0,0,0,0,0,0
2015-05-16,23:00,8.52,20.92,28.87,0.16,528.75,7.83,3.68,0.12,0.22,2.96,1279.75,16.24,0,0,0,0,0,0
2015-05-15,23:00,8.13,21.28,237.08,0.16,511.04,8.29,3.94,0.16,0.19,2.98,1365.67,17.27,0,0,0,0,0,0
2015-05-14,23:00,8.12,20.97,465.68,0.1,491.25,7.39,3.24,0.1,0.17,2.54,1424.5,17.55,0,0,0,0,0,0
2015-05-13,23:00,8.29,19.93,559,0.09,469.46,7.32,3.41,0.13,0.17,2,1515.58,18.28,0,0,0,0,0,0
2015-05-12,23:00,8.21,18.54,568.78,0.11,381,7.89,2.95,0.14,0.18,1.25,2649.38,25.21,0,0,0,0,0,0
2015-05-11,23:00,8.28,20.25,205.52,0.13,499.92,8.04,3.3,0.13,0.17,2.5,1642.54,20.08,0,0,0,0,0,0
2015-05-10,23:00,8.3,20.7,119.48,0.12,521.46,8.05,3.04,0.12,0.17,2.09,1254.63,15.84,0,0,0,0,0,0
2015-05-09,23:00,8.21,20.44,82.89,0.11,533.5,8.95,3.36,0.11,0.17,1.82,1297.04,15.96,0,0,0,0,0,0
2015-05-08,23:00,8.24,20.2,34.92,0.11,524.83,9.13,2.79,0.11,0.17,1.82,1396.54,16.8,0,0,0,0,0,0
2015-05-07,23:00,8.19,19.73,177.14,0.12,519.79,8.46,3.38,0.24,0.34,1.67,1090.79,16.85,0,0,0,0,0,0
2015-05-06,23:00,8.26,19.17,378.77,0.12,503.5,7.21,3,0.26,0.52,1.42,1346.85,16.85,0,0,0,0,0,0
2015-05-05,23:00,8.26,19.47,398.85,0.12,511.83,7.38,3,0.25,0.52,1.57,1335.38,16.54,0,0,0,0,0,0
2015-05-04,23:00,8.2,19.8,382.39,0.12,488.5,6.92,2.79,0.26,0.52,1.5,1448.71,17.28,0,0,0,0,0,0
